alpha,u,class
37.0989441,23.82742,GALAXY
64.524984,25.0073,STAR
37.17866652,25.19411,GALAXY
37.32353948,23.10024,GALAXY
172.5445282,23.69282,GALAXY
176.0804658,22.39066,GALAXY
176.9570912,19.5728,QSO
226.2108898,23.30605,GALAXY
18.89382657,24.47653,GALAXY
16.26005691,21.63466,GALAXY
20.12136089,24.81923,GALAXY
236.0105481,19.03942,GALAXY
253.8253966,23.15997,GALAXY
329.6612842,19.1416,STAR
331.489612,25.11119,GALAXY
244.3249816,24.25378,GALAXY
242.6976991,24.4133,GALAXY
134.1023158,21.81323,QSO
127.1045057,23.37235,STAR
359.5486047,19.88166,STAR
174.8709956,16.68404,GALAXY
184.7888567,21.07017,STAR
186.1744141,24.71387,STAR
356.4129785,21.78753,QSO
188.295041,17.38004,GALAXY
137.3659497,19.575,GALAXY
142.7221343,19.69966,QSO
209.0446238,17.93212,GALAXY
217.5639775,20.20858,GALAXY
28.12870455,22.74271,GALAXY
8.292721177,24.89106,GALAXY
10.84071588,21.05964,GALAXY
129.0858093,19.06151,GALAXY
35.99831927,22.56171,GALAXY
119.1696128,20.53104,STAR
186.2800666,20.29781,GALAXY
17.57361711,21.63187,GALAXY
20.15252798,25.47021,GALAXY
218.2105368,23.44364,GALAXY
186.6214704,22.56496,GALAXY
124.9599538,24.84052,GALAXY
194.6087961,21.15595,QSO
192.2577084,23.22973,STAR
179.1270175,23.09652,QSO
180.1749568,19.59911,STAR
191.1914844,20.76894,QSO
193.1824994,21.18567,QSO
190.0644301,21.08359,GALAXY
347.883025,23.36334,GALAXY
346.9401222,19.18373,QSO
164.1570118,20.66663,GALAXY
187.467366,21.29757,GALAXY
311.4391119,20.60552,STAR
334.4034326,24.17715,GALAXY
16.67069869,19.97723,GALAXY
13.65056203,23.14494,GALAXY
18.87935662,20.26286,GALAXY
327.7937957,21.51134,STAR
16.90349978,22.24763,GALAXY
16.91366457,22.37149,GALAXY
1.945760007,22.5645,GALAXY
229.9292814,19.70577,GALAXY
242.2588627,20.23265,GALAXY
220.6624466,23.65192,GALAXY
0.886118333,19.7253,STAR
13.01106764,25.16685,GALAXY
19.6580627,25.73249,GALAXY
329.2615806,25.34463,GALAXY
187.7511039,19.62402,GALAXY
169.7742179,22.5749,GALAXY
203.941297,17.37083,GALAXY
158.4633205,23.9163,GALAXY
150.568106,23.95578,GALAXY
190.7845635,20.04176,STAR
131.316015,23.28475,STAR
36.58508097,21.92616,GALAXY
336.7578638,19.37387,GALAXY
331.1315449,22.06665,GALAXY
217.9905597,23.68617,GALAXY
224.6301543,23.08216,GALAXY
225.3392648,25.69908,GALAXY
229.9670969,21.14026,GALAXY
237.5007193,24.2185,GALAXY
244.0059893,22.25647,GALAXY
252.2164347,25.76077,GALAXY
252.6484209,20.6393,GALAXY
254.3482759,22.94714,GALAXY
237.46528,24.26174,GALAXY
114.8631875,20.85511,QSO
99.01682359,18.61347,STAR
117.7825557,26.43664,GALAXY
211.9989571,26.03518,GALAXY
236.7115379,19.17666,GALAXY
159.1396263,19.73091,GALAXY
181.5646012,22.41321,GALAXY
355.5168832,24.72084,STAR
113.2645885,22.02753,STAR
180.189846,23.2802,GALAXY
176.4509644,21.38184,QSO
205.047999,19.79747,QSO
216.9457568,21.53475,QSO
225.4564363,21.69899,QSO
22.01591853,17.84107,STAR
154.2549249,21.59911,GALAXY
172.1965513,24.99096,GALAXY
168.3012279,19.48749,GALAXY
356.9287898,24.37441,GALAXY
357.7654909,21.75087,GALAXY
356.7598942,23.72853,GALAXY
178.7914783,23.57649,GALAXY
192.3835293,20.9915,QSO
160.0910209,18.34011,STAR
219.9890397,19.55892,GALAXY
122.6452718,21.80422,STAR
126.5511773,20.88777,QSO
33.37905335,22.19944,GALAXY
199.0882483,23.67079,GALAXY
163.5265525,24.69129,GALAXY
171.9285021,20.04386,GALAXY
163.718355,22.45424,GALAXY
131.4669531,17.74861,STAR
340.0318128,25.91348,GALAXY
194.2982985,23.92169,GALAXY
206.4151697,25.78012,GALAXY
186.7267502,26.17262,GALAXY
49.46283967,16.70151,GALAXY
215.2460265,19.93166,GALAXY
220.165757,19.05024,GALAXY
329.356719,20.98137,STAR
10.49394526,19.19233,QSO
21.8578765,21.74539,QSO
38.85536483,24.66192,GALAXY
183.6825039,21.24057,QSO
162.3187322,19.36648,GALAXY
162.40808,20.56553,GALAXY
164.9276116,17.9793,GALAXY
328.9674727,22.11042,GALAXY
98.72703397,21.29848,STAR
201.3172442,17.55553,GALAXY
210.8822387,19.03549,GALAXY
215.3781823,19.11743,GALAXY
219.5193701,18.82783,GALAXY
20.50305581,17.86673,GALAXY
214.4426944,22.58074,GALAXY
241.9659259,21.57012,STAR
1.878288983,22.49369,STAR
165.0563502,19.87486,GALAXY
187.2310615,20.7167,GALAXY
209.67429,17.2386,GALAXY
196.821098,19.64928,QSO
156.5958891,26.05167,STAR
200.6565008,22.02829,QSO
253.4220007,20.08074,GALAXY
38.3461056,24.21837,GALAXY
206.4812676,20.9093,GALAXY
211.790044,19.46892,GALAXY
202.3389135,19.7853,GALAXY
14.50343043,26.40936,GALAXY
15.54648013,21.5549,GALAXY
242.1753403,24.769,GALAXY
228.8417348,21.57467,GALAXY
351.1330816,21.6147,QSO
196.5481405,18.33767,GALAXY
186.9315248,22.63337,GALAXY
180.1911939,20.73516,GALAXY
187.9842317,24.60502,GALAXY
334.9266459,21.59811,GALAXY
183.946943,21.81129,GALAXY
151.3827631,20.45896,GALAXY
131.3455651,26.02322,GALAXY
39.16355859,22.01548,GALAXY
222.3901689,25.92839,GALAXY
143.2116212,18.52284,STAR
1.722195342,23.53521,STAR
39.5305803,23.15046,GALAXY
188.6568047,20.38224,GALAXY
20.46275733,22.02477,GALAXY
16.36405301,20.03752,GALAXY
246.7781181,22.25369,GALAXY
124.4258462,19.57924,QSO
0.091750356,21.23299,QSO
178.7242537,20.17056,GALAXY
188.7775945,18.88294,GALAXY
224.5593934,17.37933,GALAXY
227.1336356,18.81787,GALAXY
197.3351739,21.9451,STAR
199.546829,21.17327,QSO
179.4740858,22.58964,GALAXY
175.2875918,24.6748,QSO
179.2188644,23.01294,GALAXY
186.168594,22.56316,GALAXY
174.5823472,20.1076,QSO
174.2283601,20.21213,STAR
172.4087171,21.35129,QSO
181.2326051,20.59756,QSO
201.0169098,21.20934,QSO
179.754859,18.7402,STAR
134.1039966,23.78351,GALAXY
200.9336081,23.76978,QSO
205.097935,22.71945,STAR
325.189875,25.5387,STAR
335.1422981,23.20756,QSO
342.3909589,19.53827,STAR
345.2028988,21.607,QSO
125.4070709,21.83116,QSO
183.9647306,21.27675,QSO
183.4433481,19.51632,STAR
197.779611,20.73163,QSO
200.3544221,21.45737,QSO
145.3407408,22.23435,GALAXY
210.4421403,25.01451,GALAXY
214.2811187,24.28578,GALAXY
335.3905849,27.33457,GALAXY
340.4530937,25.11007,GALAXY
237.0940548,23.40775,GALAXY
242.5462609,19.96006,GALAXY
246.7007128,20.21529,GALAXY
195.9725113,19.68446,GALAXY
161.3565376,19.69745,GALAXY
178.794505,23.48527,GALAXY
193.5798564,19.12953,GALAXY
240.1948083,24.3835,GALAXY
154.5173566,22.36832,QSO
246.2569274,17.58879,STAR
140.4231963,24.16778,STAR
21.32722915,19.37158,GALAXY
163.7861073,21.94199,QSO
215.8066141,22.81095,GALAXY
236.05288,20.11594,GALAXY
157.72006,24.28178,GALAXY
160.1755308,22.40107,GALAXY
41.07433666,23.62395,GALAXY
2.408540549,23.50782,STAR
326.9190792,22.19041,QSO
328.3807405,21.87583,QSO
257.5888573,19.80701,QSO
186.0931189,23.57894,GALAXY
200.9881321,25.57651,STAR
346.8584218,25.10095,GALAXY
302.3280021,21.08078,STAR
30.62001898,22.80346,GALAXY
16.48914127,19.87161,GALAXY
31.10950152,20.30686,GALAXY
19.31730053,20.65597,GALAXY
132.8513317,25.56011,GALAXY
164.9743703,19.5041,GALAXY
142.5771783,24.16203,GALAXY
147.4726076,23.44972,GALAXY
150.8798243,24.34112,GALAXY
152.9397179,26.35562,GALAXY
19.80955944,18.80771,STAR
8.960856126,17.76906,STAR
331.7841111,25.39455,GALAXY
138.7430443,16.52312,GALAXY
183.6915985,21.834,QSO
199.1225655,23.66085,STAR
128.4669903,24.34428,GALAXY
135.5948727,21.72468,GALAXY
235.3591457,18.71618,GALAXY
16.89506336,25.37485,GALAXY
131.7287836,21.24018,GALAXY
152.4455752,25.93116,GALAXY
343.6308702,17.15443,STAR
184.3841409,21.94993,STAR
240.4475949,25.32413,GALAXY
230.5438747,23.68961,GALAXY
156.3507369,22.79441,QSO
15.6283571,23.64088,GALAXY
18.98959827,22.01349,GALAXY
18.79037745,22.78322,GALAXY
206.906023,19.31662,GALAXY
103.1120991,19.66888,STAR
222.5761559,25.53519,GALAXY
115.1770611,20.89769,QSO
116.4921701,20.17404,STAR
115.2038638,26.24653,GALAXY
186.4365947,22.11074,GALAXY
119.8425031,20.43256,GALAXY
179.6294505,25.34991,GALAXY
174.8803435,18.05927,GALAXY
64.39612938,24.54991,STAR
252.8574909,20.73258,QSO
221.6501501,25.06164,STAR
165.4002044,24.62232,GALAXY
348.8872134,24.93667,GALAXY
345.8877811,23.44944,GALAXY
39.43493123,23.46068,GALAXY
3.310455501,21.07735,QSO
3.493040135,21.81982,QSO
236.8782093,18.08055,GALAXY
41.59264228,23.36239,QSO
243.0873647,20.92512,GALAXY
204.1250216,22.31351,QSO
48.12644933,20.42381,GALAXY
60.63758058,19.83645,GALAXY
57.86133135,21.52835,GALAXY
227.3845921,22.43768,GALAXY
227.7184701,24.82058,GALAXY
332.8538786,24.64526,GALAXY
134.4050944,24.14634,GALAXY
184.3656958,23.66154,GALAXY
238.8576113,25.1981,GALAXY
195.9204702,18.49072,GALAXY
216.4795112,22.36321,GALAXY
15.86182053,23.39204,GALAXY
17.2990842,22.43672,GALAXY
240.3458658,20.73485,GALAXY
168.5665793,19.23902,GALAXY
200.7551497,21.64137,GALAXY
202.5479294,20.37386,GALAXY
200.344862,21.11783,GALAXY
245.4877442,22.04042,GALAXY
190.4097722,19.78255,QSO
181.593379,25.44066,QSO
187.8682748,23.61854,GALAXY
218.8362089,22.61944,GALAXY
246.9074576,23.72824,GALAXY
153.3917452,21.6302,GALAXY
159.3203654,25.1987,GALAXY
155.7384876,21.90111,GALAXY
242.8135737,22.93888,GALAXY
349.7321831,21.11922,QSO
333.8835463,25.19745,GALAXY
336.0866617,22.75257,GALAXY
132.4809955,22.53032,QSO
135.4770895,21.24441,STAR
4.192661955,24.17929,STAR
252.0158514,21.06159,QSO
182.5808605,21.30752,QSO
182.5181661,21.3749,QSO
194.9320549,21.68942,GALAXY
186.6033883,21.05239,QSO
121.0913935,25.73231,GALAXY
194.9910475,19.20636,GALAXY
164.0567259,23.14844,GALAXY
137.0863148,24.21034,STAR
155.3968012,21.05902,STAR
134.2868784,19.24815,GALAXY
136.8202787,16.3994,GALAXY
17.88712356,22.41599,GALAXY
13.49207214,22.2555,QSO
227.139801,19.48357,GALAXY
137.3936873,19.75313,QSO
126.7492472,21.64563,GALAXY
200.2777007,18.53597,QSO
165.6712807,24.01969,STAR
41.23631389,21.87047,GALAXY
18.59662518,22.28635,GALAXY
167.7904442,18.35653,GALAXY
186.4239894,17.82337,GALAXY
171.7723518,18.65969,GALAXY
64.37007516,23.41175,STAR
211.3462654,19.88684,QSO
221.0183733,20.78681,GALAXY
235.2551,21.9735,QSO
256.3373468,26.15753,GALAXY
197.2386391,20.26728,STAR
199.6715728,19.56399,STAR
196.2474091,22.07435,QSO
160.3481279,25.35559,STAR
354.4824008,21.01689,QSO
4.334582083,21.35944,QSO
180.8944205,17.76889,GALAXY
180.6808242,22.82189,GALAXY
152.2689156,22.52905,GALAXY
353.0682799,24.64992,GALAXY
39.90574981,23.1871,QSO
40.26012044,22.52873,QSO
40.54163144,22.55295,GALAXY
21.19564535,23.9775,GALAXY
167.9428788,23.08278,STAR
145.3208209,23.70301,STAR
104.9511338,19.11728,STAR
159.0510162,24.4479,GALAXY
224.1446188,22.61128,GALAXY
176.2847945,20.75843,QSO
199.257507,20.09022,QSO
128.4105703,20.39468,QSO
22.15719524,16.92008,STAR
1.634986502,21.21364,QSO
3.348760048,21.89832,QSO
225.2998692,24.20682,GALAXY
229.9592676,22.78733,STAR
44.69927823,22.52852,GALAXY
324.7054657,22.54401,STAR
209.7800855,25.05111,GALAXY
129.0542825,21.74224,STAR
193.3558018,24.20706,GALAXY
64.41462724,17.89727,STAR
25.95978556,23.2013,GALAXY
248.5019926,20.08876,QSO
186.6590655,21.32461,GALAXY
124.0889393,22.5572,GALAXY
120.801838,20.74211,GALAXY
109.4729752,22.41175,STAR
200.6148063,22.43545,GALAXY
201.3271891,24.47425,GALAXY
30.07296841,24.48585,GALAXY
31.47121262,23.35277,GALAXY
140.6936146,22.37029,STAR
194.9767196,23.46478,GALAXY
197.7147198,20.46621,GALAXY
201.9626985,20.44016,GALAXY
210.867696,23.13193,GALAXY
256.2867606,16.24139,STAR
232.1534733,18.07359,QSO
226.9784599,22.10768,GALAXY
237.1012588,22.68283,GALAXY
244.5738286,19.03275,GALAXY
247.4232476,23.71163,GALAXY
257.418049,25.48297,GALAXY
170.4407487,19.63029,GALAXY
163.9604949,23.07191,GALAXY
346.7824745,26.25219,GALAXY
347.8784472,25.25487,QSO
39.74395539,24.88452,GALAXY
116.1791133,17.43511,STAR
235.1150794,19.40427,GALAXY
125.418541,21.42389,STAR
127.1017262,20.3877,STAR
241.8505502,22.82931,STAR
214.032471,20.00974,STAR
199.1817083,21.6026,QSO
200.6892903,21.99638,QSO
357.6332806,21.58441,QSO
47.45172229,21.91338,STAR
341.429835,23.33883,STAR
182.2696129,17.72972,STAR
187.9177792,25.50576,QSO
350.1786546,23.08437,GALAXY
347.6537458,22.33599,GALAXY
150.253371,20.90477,GALAXY
207.2221968,23.64908,GALAXY
16.05389694,21.06383,GALAXY
40.68290391,23.01853,GALAXY
238.2906392,19.28204,GALAXY
212.3245601,19.27593,GALAXY
232.163354,17.62474,GALAXY
241.932451,21.5067,GALAXY
244.3630647,24.47656,GALAXY
66.4478871,18.27537,STAR
240.4798164,25.34808,STAR
163.9334602,20.15541,GALAXY
167.6569635,21.90076,GALAXY
21.47207134,21.75661,QSO
229.4396116,24.31543,GALAXY
139.1519775,20.63655,GALAXY
209.2468181,24.59956,GALAXY
196.5429215,20.09457,GALAXY
154.6838333,24.50371,GALAXY
190.4628986,19.20782,GALAXY
198.6272447,20.14847,GALAXY
199.9213543,20.18932,GALAXY
232.3669802,19.22135,GALAXY
34.11542802,19.78109,GALAXY
157.9573856,23.87469,GALAXY
150.6243229,19.08491,GALAXY
154.6349903,22.33544,GALAXY
124.2144319,21.64019,GALAXY
20.59450705,23.94478,GALAXY
216.6718601,22.81639,GALAXY
222.2645921,23.68636,GALAXY
238.1957245,23.61147,GALAXY
131.302201,22.82988,GALAXY
220.1933501,22.52622,GALAXY
225.8579512,25.10069,GALAXY
168.368134,18.74529,GALAXY
245.2082605,20.17606,GALAXY
264.3548444,21.10832,STAR
2.984102714,22.42756,STAR
244.0101017,20.18883,STAR
189.0467303,21.49659,STAR
293.2246644,19.61488,STAR
12.68518316,25.2852,GALAXY
170.6971701,22.22966,STAR
159.8281519,20.94063,QSO
174.2982706,19.26144,STAR
32.67369467,19.63611,GALAXY
24.64758912,23.20624,GALAXY
124.4113252,17.65598,STAR
2.299693465,22.51991,QSO
202.2919633,19.99337,QSO
197.4042597,21.73121,STAR
199.5406916,23.5684,STAR
347.1563879,24.35246,GALAXY
240.3359584,19.79998,GALAXY
238.0255342,19.33662,STAR
205.3206657,19.33626,GALAXY
357.6380802,22.96935,GALAXY
344.2574958,24.23915,GALAXY
141.6376877,25.21369,STAR
343.2381337,22.09702,QSO
132.6502031,23.80326,GALAXY
9.07825602,17.50401,STAR
14.3601284,21.41997,QSO
339.5399271,20.04452,GALAXY
183.1190133,22.11489,GALAXY
183.1593174,21.47194,GALAXY
151.7983442,24.2517,GALAXY
155.4607751,23.43067,QSO
234.6984075,25.90933,GALAXY
255.5568404,21.52435,QSO
5.449754121,23.33496,GALAXY
39.7051553,22.07752,GALAXY
242.4458155,22.67598,GALAXY
242.2793083,22.03492,GALAXY
144.3675867,23.92852,GALAXY
158.8063545,24.63664,GALAXY
185.8354733,26.27794,GALAXY
180.7690733,23.50998,GALAXY
165.8574135,19.57528,GALAXY
132.9455388,20.17238,GALAXY
138.44152,22.92703,GALAXY
39.28920451,22.70705,GALAXY
210.6269035,22.82606,GALAXY
255.5446498,19.08451,STAR
229.2687702,18.81579,STAR
35.56060697,21.7312,GALAXY
143.1033391,24.8967,QSO
150.7915098,21.18812,QSO
26.63170269,21.31552,QSO
123.6933382,25.25862,GALAXY
359.213883,19.94915,STAR
333.2368472,21.48207,STAR
214.9367993,22.357,GALAXY
220.7725489,21.0981,GALAXY
334.893622,22.21269,STAR
336.218084,21.90359,GALAXY
330.7310817,22.77236,GALAXY
6.474895731,23.09195,GALAXY
117.7695205,23.76462,STAR
14.08626824,24.5417,GALAXY
14.57473803,25.68652,GALAXY
13.51284276,25.28118,GALAXY
198.5055261,22.69553,QSO
197.833416,21.37023,QSO
200.0593136,21.29775,QSO
200.6712273,22.60504,STAR
190.0446113,23.81478,STAR
128.2444079,19.70393,GALAXY
43.20427011,19.31099,STAR
115.7680668,22.47272,QSO
172.3483835,20.59951,GALAXY
339.6949138,22.88701,GALAXY
201.2947364,19.9953,QSO
187.5526218,21.58567,QSO
39.32482765,25.26836,GALAXY
40.11837862,21.6503,GALAXY
1.725303067,19.9656,QSO
330.0149039,22.1778,QSO
339.1200939,26.9697,STAR
126.8891342,20.11555,STAR
24.21164891,20.25433,GALAXY
221.5430948,19.20205,GALAXY
145.5695808,24.9073,STAR
146.7379994,24.62919,GALAXY
238.9329053,25.08911,GALAXY
18.90155715,19.59867,QSO
16.56582104,22.34778,STAR
20.50051456,22.1794,GALAXY
20.50738286,22.26686,GALAXY
17.97242375,22.74093,GALAXY
241.9618924,21.22252,GALAXY
158.3677154,24.99814,GALAXY
213.097089,21.82247,GALAXY
218.5465671,20.22467,QSO
134.5839448,23.33766,STAR
333.8834639,24.72643,GALAXY
339.158298,15.92284,STAR
212.5722987,21.38807,QSO
197.9896958,18.74618,QSO
10.99154751,22.02556,GALAXY
19.2780687,20.43215,GALAXY
15.34290726,18.74547,GALAXY
327.7821051,22.64105,GALAXY
196.7023881,20.59679,STAR
171.9636474,20.64841,QSO
179.567587,19.93121,STAR
251.993767,20.34562,QSO
175.0885456,18.83541,GALAXY
200.6231187,20.26541,GALAXY
33.31020921,23.41912,GALAXY
213.7661098,23.24837,GALAXY
226.5925838,23.24495,GALAXY
2.878516142,21.68204,QSO
328.4556961,20.62984,QSO
186.6968049,21.57155,GALAXY
344.8469926,24.63466,STAR
132.1526872,21.04391,QSO
264.5931221,21.1698,QSO
264.8433311,17.87339,STAR
347.0026005,23.8621,GALAXY
358.5248558,17.95693,STAR
194.7388572,23.49485,GALAXY
191.795725,26.86311,GALAXY
202.6283502,23.25807,QSO
232.1378474,22.6315,GALAXY
226.8180957,25.31649,GALAXY
159.8558936,17.52109,STAR
356.2741118,20.69406,QSO
193.3156486,23.73804,GALAXY
213.5109143,23.15123,GALAXY
244.1036755,21.96224,QSO
178.7869876,19.67186,GALAXY
234.9853105,23.90669,GALAXY
232.2879138,20.89879,GALAXY
202.8227671,19.72792,GALAXY
211.6839175,21.17506,GALAXY
221.6025498,20.25299,GALAXY
223.8333012,24.24244,GALAXY
165.8838604,25.64881,GALAXY
222.5646719,24.28396,GALAXY
181.6511998,22.00669,GALAXY
194.4081443,23.3737,GALAXY
136.896257,22.4076,GALAXY
142.2965457,23.30335,GALAXY
50.24129481,17.13744,GALAXY
186.6910643,23.0733,GALAXY
246.6585801,24.78592,GALAXY
247.0004443,25.35658,GALAXY
232.4745368,18.62694,GALAXY
234.8841206,20.14328,GALAXY
221.7687553,21.79465,GALAXY
1.415188442,20.41719,QSO
3.185642748,21.75443,STAR
5.12906707,21.03462,QSO
221.2601045,20.02141,GALAXY
219.582851,20.83236,GALAXY
228.5140654,23.91886,GALAXY
147.7523206,22.88812,GALAXY
152.7315961,24.05785,GALAXY
337.11884,22.26597,QSO
339.0618281,21.51055,QSO
128.417553,23.5129,STAR
238.9183769,19.55186,GALAXY
357.5899652,26.21013,GALAXY
36.37948325,24.04609,GALAXY
138.2909011,21.1637,STAR
179.7777635,20.09774,GALAXY
177.9806293,23.08535,GALAXY
171.1029696,22.58748,GALAXY
208.2210053,18.94205,GALAXY
170.6266931,24.03813,GALAXY
37.07774858,23.66891,GALAXY
102.1985004,17.95757,STAR
134.2484582,17.69425,GALAXY
180.7573686,20.48043,GALAXY
30.04126985,23.28849,GALAXY
122.4416388,23.24352,GALAXY
345.9835005,22.85812,QSO
358.0901102,21.80707,STAR
189.7380322,22.19507,QSO
17.0250095,24.22057,GALAXY
158.0143799,24.32717,GALAXY
330.349331,26.06261,GALAXY
175.2337192,22.74918,GALAXY
191.6407034,22.44036,QSO
41.82898477,22.27598,GALAXY
16.83849327,22.70519,GALAXY
129.1588437,19.2428,STAR
132.6856127,21.01766,STAR
198.6226871,21.08699,QSO
199.9493861,18.17873,STAR
200.9305253,20.28395,STAR
170.0795943,24.63467,GALAXY
328.0250008,19.6468,STAR
217.0605743,23.10217,GALAXY
254.6356654,20.85856,GALAXY
123.374241,24.57909,STAR
126.8438774,22.9134,GALAXY
351.8859464,19.32327,GALAXY
351.495503,23.87533,GALAXY
347.3054013,22.27477,GALAXY
1.436979791,19.59629,STAR
202.6010903,23.41171,STAR
333.1766982,22.45577,GALAXY
217.6161284,24.60893,GALAXY
219.7160826,24.07588,GALAXY
15.17481868,22.46176,QSO
34.31426978,22.80651,QSO
228.786103,18.08937,STAR
0.535170966,24.01321,STAR
0.868646676,21.7937,QSO
113.9093828,21.19056,QSO
200.7748469,20.91171,GALAXY
200.8743051,26.27065,GALAXY
330.400178,20.04957,STAR
331.0723364,20.65594,STAR
332.1018067,21.69011,STAR
301.6947437,16.59624,STAR
309.7261113,18.87935,GALAXY
162.9306108,21.66967,GALAXY
153.3648878,18.08384,GALAXY
218.7653528,23.08229,GALAXY
182.0851445,21.88722,GALAXY
179.4942102,20.34738,GALAXY
175.4463151,17.88218,GALAXY
181.5080597,23.43473,GALAXY
171.9056561,20.38692,GALAXY
178.5620414,17.78589,GALAXY
209.6309178,25.06225,GALAXY
206.7264514,19.97112,GALAXY
28.36658819,21.86262,GALAXY
182.168632,22.188,GALAXY
162.5703323,21.12438,QSO
174.1439052,20.7217,QSO
193.9636258,21.58748,STAR
355.7247015,20.10815,QSO
114.8778191,21.22781,QSO
225.3607109,25.00706,GALAXY
230.5841492,25.82766,GALAXY
237.8645832,20.53635,GALAXY
246.9417984,26.27307,GALAXY
144.6639148,18.18434,GALAXY
253.2636474,23.0763,STAR
29.26063745,26.28325,GALAXY
200.1441427,22.20093,QSO
134.5812797,21.20313,STAR
358.8228266,20.42729,STAR
142.0392485,22.82611,QSO
219.8452991,20.46327,GALAXY
130.4799825,24.09208,STAR
133.3550483,19.22143,QSO
158.3331245,22.88377,GALAXY
158.5346806,19.82657,GALAXY
0.281778702,20.15536,QSO
134.3329904,22.22531,GALAXY
207.9287985,20.92946,GALAXY
206.4564545,21.05453,GALAXY
40.48993612,25.8843,GALAXY
41.82534305,26.59556,GALAXY
126.6547556,22.38567,QSO
114.4108576,21.00868,QSO
199.7515289,18.57608,GALAXY
202.0085854,22.17785,GALAXY
329.141053,17.44258,STAR
144.3287869,20.25733,GALAXY
113.4142734,21.26267,GALAXY
113.6695009,19.34987,GALAXY
119.996593,24.55067,GALAXY
222.8688498,20.63418,STAR
220.5951544,22.4322,STAR
153.0670069,25.74707,GALAXY
208.9764343,22.73949,GALAXY
137.6966977,22.95209,STAR
185.2109004,24.99652,QSO
186.4889322,25.08866,GALAXY
122.2157728,22.31148,GALAXY
116.7365933,22.70831,GALAXY
114.7953108,26.03924,GALAXY
118.648142,24.90299,GALAXY
114.709209,19.47198,GALAXY
120.8029929,18.33361,GALAXY
329.2497059,26.33069,GALAXY
329.4475838,22.9605,GALAXY
330.096881,25.54155,GALAXY
175.6078051,22.51382,GALAXY
24.49082732,23.44733,GALAXY
353.4798757,20.25716,GALAXY
42.84781731,24.90522,GALAXY
42.884602,22.77704,GALAXY
247.6281065,25.28801,GALAXY
3.533913795,21.28159,QSO
240.0941761,22.5183,GALAXY
144.5679264,25.73485,GALAXY
141.5189698,20.04412,GALAXY
51.75981613,20.41435,GALAXY
227.6847153,24.52423,GALAXY
157.6456545,24.81787,GALAXY
158.9599931,22.41033,GALAXY
117.2668204,19.11735,STAR
284.1680301,18.03171,STAR
336.1287764,25.53934,GALAXY
331.5675776,24.22962,QSO
331.8995469,18.12528,STAR
142.0142673,25.37741,GALAXY
69.57663036,21.69485,QSO
143.8695472,25.332,GALAXY
172.2219148,19.9854,GALAXY
146.9885128,26.54753,GALAXY
231.0748906,21.21728,GALAXY
260.58018,20.3119,STAR
71.04769729,24.98433,STAR
247.7320903,19.17151,STAR
139.5661051,22.87459,GALAXY
332.4937059,26.49573,STAR
334.4109489,22.87164,GALAXY
244.4817356,19.4629,QSO
245.7384973,20.72848,QSO
240.1655586,20.48641,GALAXY
223.2207839,21.71118,GALAXY
162.5130658,22.49792,GALAXY
64.58089985,25.26948,STAR
38.91038377,22.59927,QSO
23.53641296,19.30099,GALAXY
197.3067491,22.70426,STAR
198.6650102,21.73261,STAR
195.6900444,23.97297,STAR
357.5459462,18.45503,STAR
241.4446007,22.17161,GALAXY
130.0371597,19.46857,GALAXY
16.89181364,25.07606,GALAXY
358.2534878,20.16675,STAR
0.029838174,19.41039,STAR
5.798385192,22.20955,STAR
252.7418775,19.74308,STAR
0.09152212,21.8205,QSO
3.154931638,22.1521,QSO
174.1204945,18.84468,GALAXY
187.0979219,21.09768,QSO
191.406334,23.56408,GALAXY
115.4286186,17.93071,STAR
186.4668574,19.75943,GALAXY
203.5371632,18.95841,GALAXY
115.6309559,19.84458,GALAXY
107.470706,20.21691,STAR
159.545921,25.16588,GALAXY
249.3032308,24.64322,STAR
47.52925418,20.49809,STAR
45.00500634,16.40957,STAR
175.2684729,22.07052,GALAXY
17.47026122,22.14068,GALAXY
42.84223415,25.98906,GALAXY
28.50367847,26.29737,GALAXY
176.1695709,20.4748,GALAXY
9.062025832,23.95518,GALAXY
284.0206839,21.01091,STAR
53.39073007,20.67445,GALAXY
36.20952571,26.50156,GALAXY
175.9005466,21.32643,QSO
223.7380148,21.90083,QSO
199.1412182,19.51666,STAR
15.24228513,22.35989,QSO
21.6313518,20.59155,QSO
182.5954284,19.4233,GALAXY
216.9731623,23.40103,GALAXY
63.63220035,20.40602,STAR
22.28830185,21.76336,GALAXY
220.499903,25.19435,GALAXY
192.630666,19.24398,GALAXY
211.2748926,20.07001,GALAXY
245.282135,24.43494,GALAXY
240.0885223,24.92879,GALAXY
233.4704146,19.86221,GALAXY
132.1848748,24.62763,GALAXY
131.5643548,25.98619,GALAXY
129.3308186,18.08274,STAR
238.1762921,20.71381,GALAXY
339.0814004,21.36738,QSO
4.530304694,23.46319,GALAXY
328.1574289,20.8469,GALAXY
139.1340591,21.85867,QSO
206.3745613,24.81082,GALAXY
206.5128533,25.20148,GALAXY
169.5455039,23.37749,GALAXY
163.3924809,20.9979,GALAXY
181.4920927,19.97967,GALAXY
131.2685266,22.8528,GALAXY
215.5026532,25.66351,GALAXY
234.4340054,21.44573,QSO
205.3243368,22.3179,QSO
36.75473573,16.81767,STAR
37.28926396,17.90819,STAR
132.8687315,23.04113,GALAXY
18.88889114,23.10938,GALAXY
